strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count	base_strain	lookup_strain	gisaid_query_strain	decorated_name	match_type	matched_existing_strain	autofilled	repo_match_type	repo_header	repo_strain	repo_matched	repo_aa_length	gisaid_match_type	gisaid_header	gisaid_matched_strain	gisaid_matched	gisaid_aa_length	total_measurement_count	public_lookup_strain	public_status	public_matched_title	public_matched_ha_record	public_note	public_aa_length	gisaid_selected_isolate_id	gisaid_selected_passage	gisaid_selected_lab	gisaid_selection_reason	gisaid_selection_review_flag
A/MADAGASCAR/0575/2011		A	H3N2	2011.0		virus_only	16	0	A/MADAGASCAR/575/2011	A/MADAGASCAR/575/2011	A/MADAGASCAR/575/2011	True			False				False					False		16	A/MADAGASCAR/575/2011	no_public_match									False
A/MADAGASCAR/0577/2011		A	H3N2	2011.0		virus_only	8	0	A/MADAGASCAR/577/2011	A/MADAGASCAR/577/2011	A/MADAGASCAR/577/2011	True			False				False					False		8	A/MADAGASCAR/577/2011	no_public_match									False
A/MADAGASCAR/0606/2011		A	H3N2	2011.0		virus_only	16	0	A/MADAGASCAR/606/2011	A/MADAGASCAR/606/2011	A/MADAGASCAR/606/2011	True			False				False					False		16	A/MADAGASCAR/606/2011	no_public_match									False
A/MADAGASCAR/0638/2011	A_MADAGASCAR_0638_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	8	0	A/MADAGASCAR/638/2011	A/MADAGASCAR/638/2011	A/MADAGASCAR/638/2011	True			False	repo_canonical	A_MADAGASCAR_0638_2011	A/MADAGASCAR/0638/2011	True	328.0				False		8	A/MADAGASCAR/638/2011										False
A/MADAGASCAR/0648/2011	A_MADAGASCAR_0648_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	16	0	A/MADAGASCAR/648/2011	A/MADAGASCAR/648/2011	A/MADAGASCAR/648/2011	True			False	repo_canonical	A_MADAGASCAR_0648_2011	A/MADAGASCAR/0648/2011	True	328.0				False		16	A/MADAGASCAR/648/2011										False
A/MADAGASCAR/0751/2011	A_MADAGASCAR_0751_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	16	0	A/MADAGASCAR/751/2011	A/MADAGASCAR/751/2011	A/MADAGASCAR/751/2011	True			False	repo_canonical	A_MADAGASCAR_0751_2011	A/MADAGASCAR/0751/2011	True	328.0				False		16	A/MADAGASCAR/751/2011										False
A/MADAGASCAR/0817/2011	A_MADAGASCAR_0817_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	8	0	A/MADAGASCAR/817/2011	A/MADAGASCAR/817/2011	A/MADAGASCAR/817/2011	True			False	repo_canonical	A_MADAGASCAR_0817_2011	A/MADAGASCAR/0817/2011	True	328.0				False		8	A/MADAGASCAR/817/2011										False
A/MADAGASCAR/1121/2011	A_MADAGASCAR_1121_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	8	0	A/MADAGASCAR/1121/2011	A/MADAGASCAR/1121/2011	A/MADAGASCAR/1121/2011	False			False	repo_exact	A_MADAGASCAR_1121_2011	A/MADAGASCAR/1121/2011	True	328.0				False		8	A/MADAGASCAR/1121/2011										False
A/MADAGASCAR/1147/2011	A_MADAGASCAR_1147_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	20	0	A/MADAGASCAR/1147/2011	A/MADAGASCAR/1147/2011	A/MADAGASCAR/1147/2011	False			False	repo_exact	A_MADAGASCAR_1147_2011	A/MADAGASCAR/1147/2011	True	328.0				False		20	A/MADAGASCAR/1147/2011										False
A/MADAGASCAR/1152/2011		A	H3N2	2011.0		virus_only	10	0	A/MADAGASCAR/1152/2011	A/MADAGASCAR/1152/2011	A/MADAGASCAR/1152/2011	False			False				False					False		10	A/MADAGASCAR/1152/2011	no_public_match									False
A/MADAGASCAR/1163/2011	A_MADAGASCAR_1163_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	10	0	A/MADAGASCAR/1163/2011	A/MADAGASCAR/1163/2011	A/MADAGASCAR/1163/2011	False			False	repo_exact	A_MADAGASCAR_1163_2011	A/MADAGASCAR/1163/2011	True	328.0				False		10	A/MADAGASCAR/1163/2011										False
A/MADAGASCAR/1195/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/1195/2005	A/MADAGASCAR/1195/2005	A/MADAGASCAR/1195/2005	False			False				False					False		7	A/MADAGASCAR/1195/2005	no_public_match									False
A/MADAGASCAR/1206/2011		A	H3N2	2011.0		virus_only	10	0	A/MADAGASCAR/1206/2011	A/MADAGASCAR/1206/2011	A/MADAGASCAR/1206/2011	False			False				False					False		10	A/MADAGASCAR/1206/2011	no_public_match									False
A/MADAGASCAR/1208/2007	A_MADAGASCAR_1208_2007	A	H3N2	2007.0	PAPER_REPO_HA1	virus_only	10	0	A/MADAGASCAR/1208/2007	A/MADAGASCAR/1208/2007	A/MADAGASCAR/1208/2007	False			False	repo_exact	A_MADAGASCAR_1208_2007	A/MADAGASCAR/1208/2007	True	328.0				False		10	A/MADAGASCAR/1208/2007										False
A/MADAGASCAR/1236/2007	A_MADAGASCAR_1236_2007	A	H3N2	2007.0	PAPER_REPO_HA1	virus_only	10	0	A/MADAGASCAR/1236/2007	A/MADAGASCAR/1236/2007	A/MADAGASCAR/1236/2007	False			False	repo_exact	A_MADAGASCAR_1236_2007	A/MADAGASCAR/1236/2007	True	328.0				False		10	A/MADAGASCAR/1236/2007										False
A/MADAGASCAR/1239/2011		A	H3N2	2011.0		virus_only	10	0	A/MADAGASCAR/1239/2011	A/MADAGASCAR/1239/2011	A/MADAGASCAR/1239/2011	False			False				False					False		10	A/MADAGASCAR/1239/2011	no_public_match									False
A/MADAGASCAR/1257/2011		A	H3N2	2011.0		virus_only	10	0	A/MADAGASCAR/1257/2011	A/MADAGASCAR/1257/2011	A/MADAGASCAR/1257/2011	False			False				False					False		10	A/MADAGASCAR/1257/2011	no_public_match									False
A/MADAGASCAR/1294/2011		A	H3N2	2011.0		virus_only	10	0	A/MADAGASCAR/1294/2011	A/MADAGASCAR/1294/2011	A/MADAGASCAR/1294/2011	False			False				False					False		10	A/MADAGASCAR/1294/2011	no_public_match									False
A/MADAGASCAR/1341/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/1341/2005	A/MADAGASCAR/1341/2005	A/MADAGASCAR/1341/2005	False			False				False					False		7	A/MADAGASCAR/1341/2005	no_public_match									False
A/MADAGASCAR/145/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/145/2006	A/MADAGASCAR/145/2006	A/MADAGASCAR/145/2006	False			False				False					False		10	A/MADAGASCAR/145/2006	no_public_match									False
A/MADAGASCAR/147/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/147/2006	A/MADAGASCAR/147/2006	A/MADAGASCAR/147/2006	False			False				False					False		10	A/MADAGASCAR/147/2006	no_public_match									False
A/MADAGASCAR/1486/1995		A	H3N2	1995.0		virus_only	5	0	A/MADAGASCAR/1486/1995	A/MADAGASCAR/1486/1995	A/MADAGASCAR/1486/1995	False			False				False					False		5	A/MADAGASCAR/1486/1995	no_public_match									False
A/MADAGASCAR/1487/1995		A	H3N2	1995.0		virus_only	5	0	A/MADAGASCAR/1487/1995	A/MADAGASCAR/1487/1995	A/MADAGASCAR/1487/1995	False			False				False					False		5	A/MADAGASCAR/1487/1995	no_public_match									False
A/MADAGASCAR/1531/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/1531/2006	A/MADAGASCAR/1531/2006	A/MADAGASCAR/1531/2006	False			False				False					False		9	A/MADAGASCAR/1531/2006	no_public_match									False
A/MADAGASCAR/1581/1995		A	H3N2	1995.0		virus_only	5	0	A/MADAGASCAR/1581/1995	A/MADAGASCAR/1581/1995	A/MADAGASCAR/1581/1995	False			False				False					False		5	A/MADAGASCAR/1581/1995	no_public_match									False
A/MADAGASCAR/16/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/16/2006	A/MADAGASCAR/16/2006	A/MADAGASCAR/16/2006	False			False				False					False		10	A/MADAGASCAR/16/2006	no_public_match									False
A/MADAGASCAR/1602/1995		A	H3N2	1995.0		virus_only	5	0	A/MADAGASCAR/1602/1995	A/MADAGASCAR/1602/1995	A/MADAGASCAR/1602/1995	False			False				False					False		5	A/MADAGASCAR/1602/1995	no_public_match									False
A/MADAGASCAR/1603/1995		A	H3N2	1995.0		virus_only	5	0	A/MADAGASCAR/1603/1995	A/MADAGASCAR/1603/1995	A/MADAGASCAR/1603/1995	False			False				False					False		5	A/MADAGASCAR/1603/1995	no_public_match									False
A/MADAGASCAR/1610/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/1610/2005	A/MADAGASCAR/1610/2005	A/MADAGASCAR/1610/2005	False			False				False					False		7	A/MADAGASCAR/1610/2005	no_public_match									False
A/MADAGASCAR/1611/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/1611/2005	A/MADAGASCAR/1611/2005	A/MADAGASCAR/1611/2005	False			False				False					False		7	A/MADAGASCAR/1611/2005	no_public_match									False
A/MADAGASCAR/1612/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/1612/2005	A/MADAGASCAR/1612/2005	A/MADAGASCAR/1612/2005	False			False				False					False		7	A/MADAGASCAR/1612/2005	no_public_match									False
A/MADAGASCAR/1613/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/1613/2005	A/MADAGASCAR/1613/2005	A/MADAGASCAR/1613/2005	False			False				False					False		7	A/MADAGASCAR/1613/2005	no_public_match									False
A/MADAGASCAR/1621/1995		A	H3N2	1995.0		virus_only	5	0	A/MADAGASCAR/1621/1995	A/MADAGASCAR/1621/1995	A/MADAGASCAR/1621/1995	False			False				False					False		5	A/MADAGASCAR/1621/1995	no_public_match									False
A/MADAGASCAR/1622/1995		A	H3N2	1995.0		virus_only	5	0	A/MADAGASCAR/1622/1995	A/MADAGASCAR/1622/1995	A/MADAGASCAR/1622/1995	False			False				False					False		5	A/MADAGASCAR/1622/1995	no_public_match									False
A/MADAGASCAR/1623/1995		A	H3N2	1995.0		virus_only	5	0	A/MADAGASCAR/1623/1995	A/MADAGASCAR/1623/1995	A/MADAGASCAR/1623/1995	False			False				False					False		5	A/MADAGASCAR/1623/1995	no_public_match									False
A/MADAGASCAR/1656/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/1656/2009	A/MADAGASCAR/1656/2009	A/MADAGASCAR/1656/2009	False			False				False					False		9	A/MADAGASCAR/1656/2009	no_public_match									False
A/MADAGASCAR/170/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/170/2006	A/MADAGASCAR/170/2006	A/MADAGASCAR/170/2006	False			False				False					False		10	A/MADAGASCAR/170/2006	no_public_match									False
A/MADAGASCAR/19084/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/19084/1996	A/MADAGASCAR/19084/1996	A/MADAGASCAR/19084/1996	False			False				False					False		6	A/MADAGASCAR/19084/1996	no_public_match									False
A/MADAGASCAR/19096/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/19096/1996	A/MADAGASCAR/19096/1996	A/MADAGASCAR/19096/1996	False			False				False					False		6	A/MADAGASCAR/19096/1996	no_public_match									False
A/MADAGASCAR/19254/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/19254/1996	A/MADAGASCAR/19254/1996	A/MADAGASCAR/19254/1996	False			False				False					False		6	A/MADAGASCAR/19254/1996	no_public_match									False
A/MADAGASCAR/193/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/193/2006	A/MADAGASCAR/193/2006	A/MADAGASCAR/193/2006	False			False				False					False		10	A/MADAGASCAR/193/2006	no_public_match									False
A/MADAGASCAR/19302/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/19302/1996	A/MADAGASCAR/19302/1996	A/MADAGASCAR/19302/1996	False			False				False					False		6	A/MADAGASCAR/19302/1996	no_public_match									False
A/MADAGASCAR/194/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/194/2009	A/MADAGASCAR/194/2009	A/MADAGASCAR/194/2009	False			False				False					False		9	A/MADAGASCAR/194/2009	no_public_match									False
A/MADAGASCAR/195/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/195/2009	A/MADAGASCAR/195/2009	A/MADAGASCAR/195/2009	False			False				False					False		9	A/MADAGASCAR/195/2009	no_public_match									False
A/MADAGASCAR/1957/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/1957/2006	A/MADAGASCAR/1957/2006	A/MADAGASCAR/1957/2006	False			False				False					False		9	A/MADAGASCAR/1957/2006	no_public_match									False
A/MADAGASCAR/19745/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/19745/1996	A/MADAGASCAR/19745/1996	A/MADAGASCAR/19745/1996	False			False				False					False		6	A/MADAGASCAR/19745/1996	no_public_match									False
A/MADAGASCAR/19792/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/19792/1996	A/MADAGASCAR/19792/1996	A/MADAGASCAR/19792/1996	False			False				False					False		6	A/MADAGASCAR/19792/1996	no_public_match									False
A/MADAGASCAR/19801/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/19801/1996	A/MADAGASCAR/19801/1996	A/MADAGASCAR/19801/1996	False			False				False					False		6	A/MADAGASCAR/19801/1996	no_public_match									False
A/MADAGASCAR/19810/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/19810/1996	A/MADAGASCAR/19810/1996	A/MADAGASCAR/19810/1996	False			False				False					False		6	A/MADAGASCAR/19810/1996	no_public_match									False
A/MADAGASCAR/202/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/202/2009	A/MADAGASCAR/202/2009	A/MADAGASCAR/202/2009	False			False				False					False		9	A/MADAGASCAR/202/2009	no_public_match									False
A/MADAGASCAR/203/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/203/2009	A/MADAGASCAR/203/2009	A/MADAGASCAR/203/2009	False			False				False					False		9	A/MADAGASCAR/203/2009	no_public_match									False
A/MADAGASCAR/205/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/205/2009	A/MADAGASCAR/205/2009	A/MADAGASCAR/205/2009	False			False				False					False		9	A/MADAGASCAR/205/2009	no_public_match									False
A/MADAGASCAR/207/2009		A	H3N2	2009.0		virus_only	9	0	A/MADAGASCAR/207/2009	A/MADAGASCAR/207/2009	A/MADAGASCAR/207/2009	False			False				False					False		9	A/MADAGASCAR/207/2009	no_public_match									False
A/MADAGASCAR/2102/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/2102/2005	A/MADAGASCAR/2102/2005	A/MADAGASCAR/2102/2005	False			False				False					False		7	A/MADAGASCAR/2102/2005	no_public_match									False
A/MADAGASCAR/2269/2011	A_MADAGASCAR_2269_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_only	10	0	A/MADAGASCAR/2269/2011	A/MADAGASCAR/2269/2011	A/MADAGASCAR/2269/2011	False			False	repo_exact	A_MADAGASCAR_2269_2011	A/MADAGASCAR/2269/2011	True	328.0				False		10	A/MADAGASCAR/2269/2011										False
A/MADAGASCAR/2282/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2282/2006	A/MADAGASCAR/2282/2006	A/MADAGASCAR/2282/2006	False			False				False					False		9	A/MADAGASCAR/2282/2006	no_public_match									False
A/MADAGASCAR/2283/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2283/2006	A/MADAGASCAR/2283/2006	A/MADAGASCAR/2283/2006	False			False				False					False		9	A/MADAGASCAR/2283/2006	no_public_match									False
A/MADAGASCAR/2285/2006	A_MADAGASCAR_2285_2006	A	H3N2	2006.0	PAPER_REPO_HA1	virus_only	9	0	A/MADAGASCAR/2285/2006	A/MADAGASCAR/2285/2006	A/MADAGASCAR/2285/2006	False			False	repo_exact	A_MADAGASCAR_2285_2006	A/MADAGASCAR/2285/2006	True	328.0				False		9	A/MADAGASCAR/2285/2006										False
A/MADAGASCAR/2286/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2286/2014	A/MADAGASCAR/2286/2014	A/MADAGASCAR/2286/2014	False			False				False					False		11	A/MADAGASCAR/2286/2014	no_public_match									False
A/MADAGASCAR/23/2005		A	H3N2	2005.0		virus_only	7	0	A/MADAGASCAR/23/2005	A/MADAGASCAR/23/2005	A/MADAGASCAR/23/2005	False			False				False					False		7	A/MADAGASCAR/23/2005	no_public_match									False
A/MADAGASCAR/2324/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2324/2006	A/MADAGASCAR/2324/2006	A/MADAGASCAR/2324/2006	False			False				False					False		9	A/MADAGASCAR/2324/2006	no_public_match									False
A/MADAGASCAR/2327/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2327/2006	A/MADAGASCAR/2327/2006	A/MADAGASCAR/2327/2006	False			False				False					False		9	A/MADAGASCAR/2327/2006	no_public_match									False
A/MADAGASCAR/2367/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2367/2006	A/MADAGASCAR/2367/2006	A/MADAGASCAR/2367/2006	False			False				False					False		9	A/MADAGASCAR/2367/2006	no_public_match									False
A/MADAGASCAR/2393/1995		A	H3N2	1995.0		virus_only	6	0	A/MADAGASCAR/2393/1995	A/MADAGASCAR/2393/1995	A/MADAGASCAR/2393/1995	False			False				False					False		6	A/MADAGASCAR/2393/1995	no_public_match									False
A/MADAGASCAR/2395/2014	EPI_ISL_175039	A	H3N2	2014.0	GISAID	virus_only	11	0	A/MADAGASCAR/2395/2014	A/MADAGASCAR/2395/2014	A/MADAGASCAR/2395/2014	False			False				False		canonical_isolate_id	EPI_ISL_175039|A/Madagascar/2395/2014|2014-08-25|MDCK2/SIAT1|2014-08-25|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2395/2014	True	566	11	A/MADAGASCAR/2395/2014						EPI_ISL_175039	MDCK2/SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2408/1995		A	H3N2	1995.0		virus_only	6	0	A/MADAGASCAR/2408/1995	A/MADAGASCAR/2408/1995	A/MADAGASCAR/2408/1995	False			False				False					False		6	A/MADAGASCAR/2408/1995	no_public_match									False
A/MADAGASCAR/241/2006		A	H3N2	2006.0		virus_only	10	0	A/MADAGASCAR/241/2006	A/MADAGASCAR/241/2006	A/MADAGASCAR/241/2006	False			False				False					False		10	A/MADAGASCAR/241/2006	no_public_match									False
A/MADAGASCAR/24286/1996		A	H3N2	1996.0		virus_only	5	0	A/MADAGASCAR/24286/1996	A/MADAGASCAR/24286/1996	A/MADAGASCAR/24286/1996	False			False				False					False		5	A/MADAGASCAR/24286/1996	no_public_match									False
A/MADAGASCAR/2456/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2456/2014	A/MADAGASCAR/2456/2014	A/MADAGASCAR/2456/2014	False			False				False					False		11	A/MADAGASCAR/2456/2014	no_public_match									False
A/MADAGASCAR/2457/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2457/2014	A/MADAGASCAR/2457/2014	A/MADAGASCAR/2457/2014	False			False				False					False		11	A/MADAGASCAR/2457/2014	no_public_match									False
A/MADAGASCAR/2487/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2487/2006	A/MADAGASCAR/2487/2006	A/MADAGASCAR/2487/2006	False			False				False					False		9	A/MADAGASCAR/2487/2006	no_public_match									False
A/MADAGASCAR/2488/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2488/2006	A/MADAGASCAR/2488/2006	A/MADAGASCAR/2488/2006	False			False				False					False		9	A/MADAGASCAR/2488/2006	no_public_match									False
A/MADAGASCAR/25509/1996		A	H3N2	1996.0		virus_only	5	0	A/MADAGASCAR/25509/1996	A/MADAGASCAR/25509/1996	A/MADAGASCAR/25509/1996	False			False				False					False		5	A/MADAGASCAR/25509/1996	no_public_match									False
A/MADAGASCAR/25510/1996		A	H3N2	1996.0		virus_only	5	0	A/MADAGASCAR/25510/1996	A/MADAGASCAR/25510/1996	A/MADAGASCAR/25510/1996	False			False				False					False		5	A/MADAGASCAR/25510/1996	no_public_match									False
A/MADAGASCAR/25514/1996		A	H3N2	1996.0		virus_only	5	0	A/MADAGASCAR/25514/1996	A/MADAGASCAR/25514/1996	A/MADAGASCAR/25514/1996	False			False				False					False		5	A/MADAGASCAR/25514/1996	no_public_match									False
A/MADAGASCAR/2552/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2552/2006	A/MADAGASCAR/2552/2006	A/MADAGASCAR/2552/2006	False			False				False					False		9	A/MADAGASCAR/2552/2006	no_public_match									False
A/MADAGASCAR/2554/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2554/2006	A/MADAGASCAR/2554/2006	A/MADAGASCAR/2554/2006	False			False				False					False		9	A/MADAGASCAR/2554/2006	no_public_match									False
A/MADAGASCAR/2572/2014	EPI_ISL_179358	A	H3N2	2014.0	GISAID	virus_only	11	0	A/MADAGASCAR/2572/2014	A/MADAGASCAR/2572/2014	A/MADAGASCAR/2572/2014	False			False				False		canonical_isolate_id	EPI_ISL_179358|A/Madagascar/2572/2014|2014-09-11|MDCK1/SIAT1|2014-09-11|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2572/2014	True	566	11	A/MADAGASCAR/2572/2014						EPI_ISL_179358	MDCK1/SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2576/2014	EPI_ISL_179359	A	H3N2	2014.0	GISAID	virus_only	11	0	A/MADAGASCAR/2576/2014	A/MADAGASCAR/2576/2014	A/MADAGASCAR/2576/2014	False			False				False		canonical_isolate_id	EPI_ISL_179359|A/Madagascar/2576/2014|2014-09-08|SIAT1|2014-09-08|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2576/2014	True	566	11	A/MADAGASCAR/2576/2014						EPI_ISL_179359	SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2580/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2580/2014	A/MADAGASCAR/2580/2014	A/MADAGASCAR/2580/2014	False			False				False					False		11	A/MADAGASCAR/2580/2014	no_public_match									False
A/MADAGASCAR/2583/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2583/2014	A/MADAGASCAR/2583/2014	A/MADAGASCAR/2583/2014	False			False				False					False		11	A/MADAGASCAR/2583/2014	no_public_match									False
A/MADAGASCAR/2584/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2584/2014	A/MADAGASCAR/2584/2014	A/MADAGASCAR/2584/2014	False			False				False					False		11	A/MADAGASCAR/2584/2014	no_public_match									False
A/MADAGASCAR/2586/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2586/2014	A/MADAGASCAR/2586/2014	A/MADAGASCAR/2586/2014	False			False				False					False		11	A/MADAGASCAR/2586/2014	no_public_match									False
A/MADAGASCAR/2611/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2611/2014	A/MADAGASCAR/2611/2014	A/MADAGASCAR/2611/2014	False			False				False					False		11	A/MADAGASCAR/2611/2014	no_public_match									False
A/MADAGASCAR/2614/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2614/2014	A/MADAGASCAR/2614/2014	A/MADAGASCAR/2614/2014	False			False				False					False		11	A/MADAGASCAR/2614/2014	no_public_match									False
A/MADAGASCAR/2616/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2616/2014	A/MADAGASCAR/2616/2014	A/MADAGASCAR/2616/2014	False			False				False					False		11	A/MADAGASCAR/2616/2014	no_public_match									False
A/MADAGASCAR/2618/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2618/2014	A/MADAGASCAR/2618/2014	A/MADAGASCAR/2618/2014	False			False				False					False		11	A/MADAGASCAR/2618/2014	no_public_match									False
A/MADAGASCAR/2632/2014	EPI_ISL_179360	A	H3N2	2014.0	GISAID	virus_only	11	0	A/MADAGASCAR/2632/2014	A/MADAGASCAR/2632/2014	A/MADAGASCAR/2632/2014	False			False				False		canonical_isolate_id	EPI_ISL_179360|A/Madagascar/2632/2014|2014-09-17|SIAT1|2014-09-17|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2632/2014	True	566	11	A/MADAGASCAR/2632/2014						EPI_ISL_179360	SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2634/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2634/2006	A/MADAGASCAR/2634/2006	A/MADAGASCAR/2634/2006	False			False				False					False		9	A/MADAGASCAR/2634/2006	no_public_match									False
A/MADAGASCAR/2634/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2634/2014	A/MADAGASCAR/2634/2014	A/MADAGASCAR/2634/2014	False			False				False					False		11	A/MADAGASCAR/2634/2014	no_public_match									False
A/MADAGASCAR/2635/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2635/2006	A/MADAGASCAR/2635/2006	A/MADAGASCAR/2635/2006	False			False				False					False		9	A/MADAGASCAR/2635/2006	no_public_match									False
A/MADAGASCAR/2636/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2636/2006	A/MADAGASCAR/2636/2006	A/MADAGASCAR/2636/2006	False			False				False					False		9	A/MADAGASCAR/2636/2006	no_public_match									False
A/MADAGASCAR/2636/2014	EPI_ISL_179361	A	H3N2	2014.0	GISAID	virus_only	11	0	A/MADAGASCAR/2636/2014	A/MADAGASCAR/2636/2014	A/MADAGASCAR/2636/2014	False			False				False		canonical_isolate_id	EPI_ISL_179361|A/Madagascar/2636/2014|2014-09-15|MDCK1/SIAT1|2014-09-15|Institut_Pasteur_de_Madagascar	A/MADAGASCAR/2636/2014	True	566	11	A/MADAGASCAR/2636/2014						EPI_ISL_179361	MDCK1/SIAT1	Institut_Pasteur_de_Madagascar	single_isolate_id	False
A/MADAGASCAR/2639/2014		A	H3N2	2014.0		virus_only	11	0	A/MADAGASCAR/2639/2014	A/MADAGASCAR/2639/2014	A/MADAGASCAR/2639/2014	False			False				False					False		11	A/MADAGASCAR/2639/2014	no_public_match									False
A/MADAGASCAR/2654/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2654/2006	A/MADAGASCAR/2654/2006	A/MADAGASCAR/2654/2006	False			False				False					False		9	A/MADAGASCAR/2654/2006	no_public_match									False
A/MADAGASCAR/2670/2006		A	H3N2	2006.0		virus_only	9	0	A/MADAGASCAR/2670/2006	A/MADAGASCAR/2670/2006	A/MADAGASCAR/2670/2006	False			False				False					False		9	A/MADAGASCAR/2670/2006	no_public_match									False
A/MADAGASCAR/26729/1996		A	H3N2	1996.0		virus_only	6	0	A/MADAGASCAR/26729/1996	A/MADAGASCAR/26729/1996	A/MADAGASCAR/26729/1996	False			False				False					False		6	A/MADAGASCAR/26729/1996	no_public_match									False
A/MADAGASCAR/2673/1995		A	H3N2	1995.0		virus_only	6	0	A/MADAGASCAR/2673/1995	A/MADAGASCAR/2673/1995	A/MADAGASCAR/2673/1995	False			False				False					False		6	A/MADAGASCAR/2673/1995	no_public_match									False
