query_strain	Isolate_Name	Isolate_Id	Collection_Date	Location	Host	metadata_file	header_strain	header_collection_date	header_passage	header_submission_date	header_lab	header_raw	sequence_length	ambiguity_count	sequence_hash	passage_class	passage_score	passage_burden	is_max_length	is_ha1_complete	variant_count_at_max_length	group_n_ids	group_n_unique_sequences	group_max_length	group_n_max_length_variants	group_selected_class	group_n_selected_class_variants	group_top_variant_count	group_second_variant_count	group_top_variant_fraction	group_min_pairwise_diff_selected_class	group_max_pairwise_diff_selected_class	selection_reason	review_flag
A/ISRAEL/Z1263/2014	A/Israel/Z-1263/2014	EPI_ISL_165635	2014-02-15	Asia / Israel	Human	gisaid_meta_2011-2014.xls	A/Israel/Z-1263/2014	2014-02-15	SIAT1	2014-02-15	Central_Virology_Laboratory_Israel_(NIC)	EPI_ISL_165635|A/Israel/Z-1263/2014|2014-02-15|SIAT1|2014-02-15|Central_Virology_Laboratory_Israel_(NIC)	566	0	ec6d690331084c8a	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ISRAEL/Z774/2014	A/Israel/Z774/2014	EPI_ISL_159625	2014-01-10	Asia / Israel	Human	gisaid_meta_2011-2014.xls	A/Israel/Z774/2014	2014-01-10	SIAT2	2014-01-10	Central_Virology_Laboratory_Israel_(NIC)	EPI_ISL_159625|A/Israel/Z774/2014|2014-01-10|SIAT2|2014-01-10|Central_Virology_Laboratory_Israel_(NIC)	566	0	e71165129920c43a	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ISRAEL/Z941/2014	A/Israel/Z-941/2014	EPI_ISL_165636	2014-01-25	Asia / Israel	Human	gisaid_meta_2011-2014.xls	A/Israel/Z-941/2014	2014-01-25	SIAT1	2014-01-25	Central_Virology_Laboratory_Israel_(NIC)	EPI_ISL_165636|A/Israel/Z-941/2014|2014-01-25|SIAT1|2014-01-25|Central_Virology_Laboratory_Israel_(NIC)	566	0	a0481ab22223d1fb	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ISTANBUL/1946182/2016	A/Istanbul/1946182/2016	EPI_ISL_226087	2016-03-03	Asia / Turkey	Human	gisaid_meta_2015-2016.xls	A/Istanbul/1946182/2016	2016-03-03	MDCK1/SIAT1	2016-03-03	Istanbul_University	EPI_ISL_226087|A/Istanbul/1946182/2016|2016-03-03|MDCK1/SIAT1|2016-03-03|Istanbul_University	566	0	9d27d573662fad49	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ITALY/FVG/29/2014	A/Italy/FVG/29/2014	EPI_ISL_170357	2014	Europe / Italy	Human	gisaid_meta_2011-2014.xls	A/Italy/FVG/29/2014	2014-01-01	Cx/SIAT1	2014-01-01	Istituto_Superiore_di_Sanita_(ISS)	EPI_ISL_170357|A/Italy/FVG/29/2014|2014-01-01|Cx/SIAT1|2014-01-01|Istituto_Superiore_di_Sanita_(ISS)	566	1	dba5400c15ff946a	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ITALY/FVG/31/2014	A/Italy/FVG/31/2014	EPI_ISL_170639	2014-12-12	Europe / Italy	Human	gisaid_meta_2011-2014.xls	A/Italy/FVG/31/2014	2014-12-12	SIAT1/SIAT1	2014-12-12	Istituto_Superiore_di_Sanita_(ISS)	EPI_ISL_170639|A/Italy/FVG/31/2014|2014-12-12|SIAT1/SIAT1|2014-12-12|Istituto_Superiore_di_Sanita_(ISS)	566	0	c94ec1c2ad7136ea	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/IZMIR/1020/2016	A/Izmir/1020/2016	EPI_ISL_232846	2016-02-02	Asia / Turkey	Human	gisaid_meta_2015-2016.xls	A/Izmir/1020/2016	2016-02-02	SIAT1/SIAT1	2016-02-02	Refik_Saydam_National_Public_Health_Agency	EPI_ISL_232846|A/Izmir/1020/2016|2016-02-02|SIAT1/SIAT1|2016-02-02|Refik_Saydam_National_Public_Health_Agency	566	0	8f88dbde26464b30	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/IZMIR/1089/2016	A/Izmir/1089/2016	EPI_ISL_232847	2016-02-05	Asia / Turkey	Human	gisaid_meta_2015-2016.xls	A/Izmir/1089/2016	2016-02-05	SIAT1/SIAT1	2016-02-05	Refik_Saydam_National_Public_Health_Agency	EPI_ISL_232847|A/Izmir/1089/2016|2016-02-05|SIAT1/SIAT1|2016-02-05|Refik_Saydam_National_Public_Health_Agency	566	0	abe0e865e4f789f6	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/IZMIR/3575/2016	A/Izmir/3575/2016	EPI_ISL_232849	2016-02-13	Asia / Turkey	Human	gisaid_meta_2015-2016.xls	A/Izmir/3575/2016	2016-02-13	MDCK1/SIAT1	2016-02-13	Refik_Saydam_National_Public_Health_Agency	EPI_ISL_232849|A/Izmir/3575/2016|2016-02-13|MDCK1/SIAT1|2016-02-13|Refik_Saydam_National_Public_Health_Agency	566	0	2fa8cfb230d8b84a	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/IZMIR/6/2018	A/Izmir/6/2018	EPI_ISL_337167	2018-12-21	Asia / Turkey	Human	gisaid_meta_2018.xls	A/Izmir/6/2018	2018-12-21	SIAT1	2018-12-21	Refik_Saydam_National_Public_Health_Agency	EPI_ISL_337167|A/Izmir/6/2018|2018-12-21|SIAT1|2018-12-21|Refik_Saydam_National_Public_Health_Agency	566	0	a8b1ad32fd303f25	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JIANGSUQINGPU/1660/2015	A/Jiangsu-Qingpu/1660/2015	EPI_ISL_13046467	2015-04-29	Asia / China	Human	gisaid_meta_2015-2016.xls	A/Jiangsu-Qingpu/1660/2015	2015-04-29	E5	2015-04-29	WHO_Chinese_National_Influenza_Center	EPI_ISL_13046467|A/Jiangsu-Qingpu/1660/2015|2015-04-29|E5|2015-04-29|WHO_Chinese_National_Influenza_Center	566	1	bb789f994e1559d5	egg	2	5	True	True	1	3	3	566	3	ha1_complete	3	1	1	0.3333333333333333	1	2	prefer_low_ambiguity	True
A/JIANGXIDONGHU/11101/2014	A/Jiangxi-Donghu/11101/2014	EPI_ISL_168374	2014-06-11	Asia / China	Human	gisaid_meta_2011-2014.xls	A/Jiangxi-Donghu/11101/2014	2014-06-11	C3/SIAT1	2014-06-11	WHO_Chinese_National_Influenza_Center	EPI_ISL_168374|A/Jiangxi-Donghu/11101/2014|2014-06-11|C3/SIAT1|2014-06-11|WHO_Chinese_National_Influenza_Center	566	0	0bf6652fb9ba8127	cell	1	4	True	True	1	2	2	566	1	ha1_complete	1	1	0	1.0	0	0	prefer_complete_ha1	False
A/JIANGXIDONGHU/1218/2015	A/Jiangxi-Donghu/1218/2015	EPI_ISL_178026	2015-02-11	Asia / China / Jiangxi	Human	gisaid_meta_2015-2016.xls	A/Jiangxi-Donghu/1218/2015	2015-02-11	C2+S1+S1	2015-02-11	WHO_Chinese_National_Influenza_Center	EPI_ISL_178026|A/Jiangxi-Donghu/1218/2015|2015-02-11|C2+S1+S1|2015-02-11|WHO_Chinese_National_Influenza_Center	566	0	be797075f351a530	cell	1	4	True	True	1	5	5	566	4	ha1_complete	4	1	1	0.25	1	2	prefer_complete_ha1	True
A/JILINYANJI/1179/2015	A/Jilin-Yanji/1179/2015	EPI_ISL_201695	2015-03-03	Asia / China	Human	gisaid_meta_2015-2016.xls	A/Jilin-Yanji/1179/2015	2015-03-03	MDCK1/SIAT2/SIAT1	2015-03-03	WHO_Chinese_National_Influenza_Center	EPI_ISL_201695|A/Jilin-Yanji/1179/2015|2015-03-03|MDCK1/SIAT2/SIAT1|2015-03-03|WHO_Chinese_National_Influenza_Center	566	0	d4edae12be3e249d	cell	1	4	True	True	1	2	2	566	2	ha1_complete	2	1	1	0.5	1	1	prefer_low_ambiguity	True
A/JOHANNESBURG/66/2007	A/Johannesburg/66/2007	EPI_ISL_356948	2007-07-03	Africa / South Africa / Province of the Western Cape / Cape Town	Human	gisaid_meta_2010.xls	A/Johannesburg/66/2007	2007-07-03	MDCKX,MDCK2	2007-07-03	National_Institute_for_Communicable_Disease	EPI_ISL_356948|A/Johannesburg/66/2007|2007-07-03|MDCKX,MDCK2|2007-07-03|National_Institute_for_Communicable_Disease	337	0	5d111e3ad9dadc08	cell	1	2	True	True	1	1	1	337	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JOHANNESBURG/7/1998	A/Johannesburg/7/1998	EPI_ISL_3492411	1998-05-06	Africa / South Africa / ?Gauteng	Human	gisaid_meta_2010.xls	A/Johannesburg/7/1998	1998-05-06	E4	1998-05-06	National_Institute_for_Communicable_Disease	EPI_ISL_3492411|A/Johannesburg/7/1998|1998-05-06|E4|1998-05-06|National_Institute_for_Communicable_Disease	331	0	749a42c066842779	egg	2	4	True	True	1	1	1	331	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JOHANNESBURG/72/1999	A/Johannesburg/72/1999	EPI_ISL_3663378	1999-06-18	Africa / South Africa / Gauteng / Johannesburg	Human	gisaid_meta_2010.xls	A/Johannesburg/72/1999	1999-06-18	E4	1999-06-18	National_Institute_for_Communicable_Disease	EPI_ISL_3663378|A/Johannesburg/72/1999|1999-06-18|E4|1999-06-18|National_Institute_for_Communicable_Disease	336	0	9f7ec41b9e4efea9	egg	2	4	True	True	1	1	1	336	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JOHANNESBURG/74/2007	A/Johannesburg/74/2007	EPI_ISL_356950	2007-07-09	Africa / South Africa / Guanteng	Human	gisaid_meta_2010.xls	A/Johannesburg/74/2007	2007-07-09	MDCKX,MDCK2	2007-07-09	National_Institute_for_Communicable_Disease	EPI_ISL_356950|A/Johannesburg/74/2007|2007-07-09|MDCKX,MDCK2|2007-07-09|National_Institute_for_Communicable_Disease	326	0	26316ecc68bcd340	cell	1	2	True	False	1	1	1	326	1	longest_available	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20110030655/2011	A/Jordan/20110030655/2011	EPI_ISL_107865	2011-10-31	Asia / Jordan	Human	gisaid_meta_2011-2014.xls	A/Jordan/20110030655/2011	2011-10-31	Cx/SIAT1	2011-10-31	Laboratory_Directorate	EPI_ISL_107865|A/Jordan/20110030655/2011|2011-10-31|Cx/SIAT1|2011-10-31|Laboratory_Directorate	566	0	b69c30d7a8a67afb	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20110030687/2011	A/Jordan/20110030687/2011	EPI_ISL_107866	2011-11-22	Asia / Jordan	Human	gisaid_meta_2011-2014.xls	A/Jordan/20110030687/2011	2011-11-22	Cx/SIAT1	2011-11-22	Laboratory_Directorate	EPI_ISL_107866|A/Jordan/20110030687/2011|2011-11-22|Cx/SIAT1|2011-11-22|Laboratory_Directorate	566	0	2448e5ab7a3b9662	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20110030706/2011	A/Jordan/20110030706/2011	EPI_ISL_107867	2011-12-03	Asia / Jordan	Human	gisaid_meta_2011-2014.xls	A/Jordan/20110030706/2011	2011-12-03	Cx/SIAT1	2011-12-03	Laboratory_Directorate	EPI_ISL_107867|A/Jordan/20110030706/2011|2011-12-03|Cx/SIAT1|2011-12-03|Laboratory_Directorate	566	0	2448e5ab7a3b9662	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20110030732/2011	A/Jordan/20110030732/2011	EPI_ISL_107868	2011-12-08	Asia / Jordan	Human	gisaid_meta_2011-2014.xls	A/Jordan/20110030732/2011	2011-12-08	Cx/SIAT1	2011-12-08	Laboratory_Directorate	EPI_ISL_107868|A/Jordan/20110030732/2011|2011-12-08|Cx/SIAT1|2011-12-08|Laboratory_Directorate	566	0	2448e5ab7a3b9662	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20110030749/2011	A/Jordan/20110030749/2011	EPI_ISL_107869	2011-12-11	Asia / Jordan	Human	gisaid_meta_2011-2014.xls	A/Jordan/20110030749/2011	2011-12-11	SIAT1	2011-12-11	Laboratory_Directorate	EPI_ISL_107869|A/Jordan/20110030749/2011|2011-12-11|SIAT1|2011-12-11|Laboratory_Directorate	566	0	3cdaab261c9b9092	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20110030780/2011	A/Jordan/20110030780/2011	EPI_ISL_107870	2011-12-21	Asia / Jordan	Human	gisaid_meta_2011-2014.xls	A/Jordan/20110030780/2011	2011-12-21	SIAT1	2011-12-21	Laboratory_Directorate	EPI_ISL_107870|A/Jordan/20110030780/2011|2011-12-21|SIAT1|2011-12-21|Laboratory_Directorate	566	0	9a25281eb8744967	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20157/2017	A/Jordan/20157/2017	EPI_ISL_274550	2017-04-22	Asia / Jordan	Human	gisaid_meta_2017.xls	A/Jordan/20157/2017	2017-04-22	SIAT2	2017-04-22	Laboratory_Directorate	EPI_ISL_274550|A/Jordan/20157/2017|2017-04-22|SIAT2|2017-04-22|Laboratory_Directorate	566	0	0978db503c27bad8	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20160020743/2016	A/Jordan/20160020743/2016	EPI_ISL_273154	2016-12-28	Asia / Jordan	Human	gisaid_meta_2015-2016.xls	A/Jordan/20160020743/2016	2016-12-28	SIAT1	2016-12-28	Laboratory_Directorate	EPI_ISL_273154|A/Jordan/20160020743/2016|2016-12-28|SIAT1|2016-12-28|Laboratory_Directorate	566	0	0978db503c27bad8	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20170020054/2017	A/Jordan/20170020054/2017	EPI_ISL_273160	2017-01-03	Asia / Jordan	Human	gisaid_meta_2017.xls	A/Jordan/20170020054/2017	2017-01-03	SIAT1	2017-01-03	Laboratory_Directorate	EPI_ISL_273160|A/Jordan/20170020054/2017|2017-01-03|SIAT1|2017-01-03|Laboratory_Directorate	566	0	eea940d0730ac413	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/20170020076/2017	A/Jordan/20170020076/2017	EPI_ISL_273161	2017-01-12	Asia / Jordan	Human	gisaid_meta_2017.xls	A/Jordan/20170020076/2017	2017-01-12	SIAT1	2017-01-12	Laboratory_Directorate	EPI_ISL_273161|A/Jordan/20170020076/2017|2017-01-12|SIAT1|2017-01-12|Laboratory_Directorate	566	1	7dec2a0c8315c2e4	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/30076/2019	A/Jordan/30076/2019	EPI_ISL_387052	2019-03-02	Asia / Jordan	Human	gisaid_meta_2019.xls	A/Jordan/30076/2019	2019-03-02	SIAT1	2019-03-02	Laboratory_Directorate	EPI_ISL_387052|A/Jordan/30076/2019|2019-03-02|SIAT1|2019-03-02|Laboratory_Directorate	566	0	ad1918d9122089c5	cell	1	1	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/JORDAN/30121/2019	A/Jordan/30121/2019	EPI_ISL_367785	2019-04-17	Asia / Jordan	Human	gisaid_meta_2019.xls	A/Jordan/30121/2019	2019-04-17	cs	2019-04-17	Laboratory_Directorate	EPI_ISL_367785|A/Jordan/30121/2019|2019-04-17|cs|2019-04-17|Laboratory_Directorate	566	0	32d083c2d7127640	original	0	0	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/JORDAN/30226/2015	A/Jordan/30226/2015	EPI_ISL_201648	2015-04-14	Asia / Jordan	Human	gisaid_meta_2015-2016.xls	A/Jordan/30226/2015	2015-04-14	MDCK1/SIAT1	2015-04-14	Laboratory_Directorate	EPI_ISL_201648|A/Jordan/30226/2015|2015-04-14|MDCK1/SIAT1|2015-04-14|Laboratory_Directorate	566	0	233086919c61908d	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/30483/2014	A/Jordan/30483/2014	EPI_ISL_172381	2014-12-23	Asia / Jordan	Human	gisaid_meta_2011-2014.xls	A/Jordan/30483/2014	2014-12-23	MDCK1/SIAT1	2014-12-23	Laboratory_Directorate	EPI_ISL_172381|A/Jordan/30483/2014|2014-12-23|MDCK1/SIAT1|2014-12-23|Laboratory_Directorate	566	0	abe0e865e4f789f6	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/4470/2016	A/Jordan/4470/2016	EPI_ISL_223668	2016-03-27	Asia / Jordan	Human	gisaid_meta_2015-2016.xls	A/Jordan/4470/2016	2016-03-27	SIAT1	2016-03-27	Laboratory_Directorate	EPI_ISL_223668|A/Jordan/4470/2016|2016-03-27|SIAT1|2016-03-27|Laboratory_Directorate	566	0	87f856deb014efd4	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/IIIJ15447001NT/2016	A/Jordan/IIIj-15-4470-01NT/2016	EPI_ISL_237622	2016-03-27	Asia / Jordan	Human	gisaid_meta_2015-2016.xls	A/Jordan/IIIj-15-4470-01NT/2016	2016-03-27	MDCK1	2016-03-27	Laboratory_Directorate	EPI_ISL_237622|A/Jordan/IIIj-15-4470-01NT/2016|2016-03-27|MDCK1|2016-03-27|Laboratory_Directorate	566	0	87f856deb014efd4	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/JORDAN/J164294/2017	A/Jordan/J-16-4294/2017	EPI_ISL_274551	2017-01-04	Asia / Jordan	Human	gisaid_meta_2017.xls	A/Jordan/J-16-4294/2017	2017-01-04	SIAT1	2017-01-04	Laboratory_Directorate	EPI_ISL_274551|A/Jordan/J-16-4294/2017|2017-01-04|SIAT1|2017-01-04|Laboratory_Directorate	566	2	b3a2155449435276	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KALAMATAGR/540/2017	A/Kalamata GR/540/2017	EPI_ISL_253116	2017-01-19	Europe / Greece	Human	gisaid_meta_2017.xls	A/Kalamata/GR/540/2017	2017-01-19	SIAT2	2017-01-19	Hellenic_Pasteur_Institute	EPI_ISL_253116|A/Kalamata_GR/540/2017|2017-01-19|SIAT2|2017-01-19|Hellenic_Pasteur_Institute	566	0	8b5d9faa78d0b551	cell	1	2	True	True	1	2	2	566	2	ha1_complete	2	1	1	0.5	4	4	prefer_passage_class	True
A/KALININGRAD/20/2006	A/KALININGRAD/20/2006	EPI_ISL_17695	2006-02-28	Europe / Russian Federation / Kaliningrad Oblast	Human	gisaid_meta_2010.xls	A/KALININGRAD/20/2006	2006-02-28		2006-02-28		EPI_ISL_17695|A/KALININGRAD/20/2006|2006-02-28||2006-02-28|	329	0	7557c83432d17dff	unknown	4	0	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KALININGRAD/4/2015	A/Kaliningrad/4/2015	EPI_ISL_191775	2015-01-23	Europe / Russian Federation	Human	gisaid_meta_2015-2016.xls	A/Kaliningrad/4/2015	2015-01-23	C1/SIAT1	2015-01-23	WHO_National_Influenza_Centre_Russian_Federation	EPI_ISL_191775|A/Kaliningrad/4/2015|2015-01-23|C1/SIAT1|2015-01-23|WHO_National_Influenza_Centre_Russian_Federation	566	0	a1de58b36c677067	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KALININGRAD/41/2018	A/Kaliningrad/41/2018	EPI_ISL_315748	2018-03-14	Europe / Russian Federation	Human	gisaid_meta_2018.xls	A/Kaliningrad/41/2018	2018-03-14	MDCK1/SIAT1	2018-03-14	WHO_National_Influenza_Centre_Russian_Federation	EPI_ISL_315748|A/Kaliningrad/41/2018|2018-03-14|MDCK1/SIAT1|2018-03-14|WHO_National_Influenza_Centre_Russian_Federation	566	1	f0a7d13176a9fc6f	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KANAGAWA/AC1624/2017	A/KANAGAWA/AC1624/2017	EPI_ISL_248931	2017-01-23	Asia / Japan	Human	gisaid_meta_2017.xls	A/KANAGAWA/AC1624/2017	2017-01-23	SIAT_0_+1	2017-01-23	Japan_Institute_for_Health_Security_(JIHS)	EPI_ISL_248931|A/KANAGAWA/AC1624/2017|2017-01-23|SIAT_0_+1|2017-01-23|Japan_Institute_for_Health_Security_(JIHS)	566	0	720f4c6e6937564c	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KANAGAWA/IC1618/2017	A/Kanagawa/IC1618/2017	EPI_ISL_330955	2018	Asia / Japan	Human	gisaid_meta_2018.xls	A/Kanagawa/IC1618/2017	2018-01-01	C3E4	2018-01-01	Japan_Institute_for_Health_Security_(JIHS)	EPI_ISL_330955|A/Kanagawa/IC1618/2017|2018-01-01|C3E4|2018-01-01|Japan_Institute_for_Health_Security_(JIHS)	566	0	9324d065ae10cca8	cell	1	7	True	True	2	3	2	566	2	ha1_complete	2	2	1	0.6666666666666666	3	3	prefer_passage_class	False
A/KANAGAWA/ZC1617/2017	A/KANAGAWA/ZC1617/2017	EPI_ISL_257930	2017-02-23	Asia / Japan	Human	gisaid_meta_2017.xls	A/KANAGAWA/ZC1617/2017	2017-02-23	SIAT_0_+1	2017-02-23	Japan_Institute_for_Health_Security_(JIHS)	EPI_ISL_257930|A/KANAGAWA/ZC1617/2017|2017-02-23|SIAT_0_+1|2017-02-23|Japan_Institute_for_Health_Security_(JIHS)	566	0	8ce309ae6db83592	cell	1	1	True	True	2	5	4	566	4	ha1_complete	4	2	1	0.4	1	6	prefer_passage_class	True
A/KANSAS/14/2017	A/Kansas/14/2017	EPI_ISL_292575	2017-12-14	North America / United States / Kansas	Human	gisaid_meta_2017.xls	A/Kansas/14/2017	2017-12-14	Original	2017-12-14	Kansas_Department_of_Health_and_Environment	EPI_ISL_292575|A/Kansas/14/2017|2017-12-14|Original|2017-12-14|Kansas_Department_of_Health_and_Environment	566	0	052a8bbe66d334e2	original	0	0	True	True	7	13	6	566	6	ha1_complete	6	7	2	0.5384615384615384	1	7	prefer_passage_class	True
A/KAWASAKI/262/2004	A/KAWASAKI/262/2004	EPI_ISL_17210	2004-01-15	Asia / Japan / Kawasaki-cho	Human	gisaid_meta_2010.xls	A/KAWASAKI/262/2004	2004-01-15		2004-01-15		EPI_ISL_17210|A/KAWASAKI/262/2004|2004-01-15||2004-01-15|	329	0	06c8ba308496bddd	unknown	4	0	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KAZAKHSTAN/2053/2011	A/Kazakhstan/2053/2011	EPI_ISL_99886	2011-01-14	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls	A/Kazakhstan/2053/2011	2011-01-14	SIAT3	2011-01-14	National_Reference_Laboratory	EPI_ISL_99886|A/Kazakhstan/2053/2011|2011-01-14|SIAT3|2011-01-14|National_Reference_Laboratory	566	0	2fe97a5fa401f6b1	cell	1	3	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KAZAKHSTAN/2140/2011	A/Kazakhstan/2140/2011	EPI_ISL_99884	2011-02-24	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls	A/Kazakhstan/2140/2011	2011-02-24	SIAT2	2011-02-24	National_Reference_Laboratory	EPI_ISL_99884|A/Kazakhstan/2140/2011|2011-02-24|SIAT2|2011-02-24|National_Reference_Laboratory	566	0	c22b40ebf65f2c67	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KAZAKHSTAN/2295/2011	A/Kazakhstan/2295/2011	EPI_ISL_99885	2011-02-18	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls	A/Kazakhstan/2295/2011	2011-02-18	MDCK4	2011-02-18	National_Reference_Laboratory	EPI_ISL_99885|A/Kazakhstan/2295/2011|2011-02-18|MDCK4|2011-02-18|National_Reference_Laboratory	566	0	44afcbaa07bf5c52	cell	1	4	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KAZAKHSTAN/3281/2013	A/Kazakhstan/3281/2013	EPI_ISL_154753	2013-12-18	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls	A/Kazakhstan/3281/2013	2013-12-18	SIAT2	2013-12-18	National_Reference_Laboratory	EPI_ISL_154753|A/Kazakhstan/3281/2013|2013-12-18|SIAT2|2013-12-18|National_Reference_Laboratory	566	0	454732b38454c588	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KAZAKHSTAN/3291/2013	A/Kazakhstan/3291/2013	EPI_ISL_154754	2013-11-12	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls	A/Kazakhstan/3291/2013	2013-11-12	MDCK2	2013-11-12	National_Reference_Laboratory	EPI_ISL_154754|A/Kazakhstan/3291/2013|2013-11-12|MDCK2|2013-11-12|National_Reference_Laboratory	566	0	84051dd0dd35a0aa	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KAZAKHSTAN/3318/2013	A/Kazakhstan/3318/2013	EPI_ISL_154755	2013-12-23	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls	A/Kazakhstan/3318/2013	2013-12-23	SIAT2	2013-12-23	National_Reference_Laboratory	EPI_ISL_154755|A/Kazakhstan/3318/2013|2013-12-23|SIAT2|2013-12-23|National_Reference_Laboratory	566	0	454732b38454c588	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KAZAKHSTAN/3319/2013	A/Kazakhstan/3319/2013	EPI_ISL_154756	2013-12-23	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls	A/Kazakhstan/3319/2013	2013-12-23	SIAT2	2013-12-23	National_Reference_Laboratory	EPI_ISL_154756|A/Kazakhstan/3319/2013|2013-12-23|SIAT2|2013-12-23|National_Reference_Laboratory	566	0	454732b38454c588	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/KAZAKHSTAN/3370/2013	A/Kazakhstan/3370/2013	EPI_ISL_155900	2013-12-24	Asia / Kazakhstan	Human	gisaid_meta_2011-2014.xls	A/Kazakhstan/3370/2013	2013-12-24	SIAT3	2013-12-24	National_Reference_Laboratory	EPI_ISL_155900|A/Kazakhstan/3370/2013|2013-12-24|SIAT3|2013-12-24|National_Reference_Laboratory	566	0	84051dd0dd35a0aa	cell	1	3	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
